material_id,pretty_formula,final_energy,e_above_hull,spacegroup.number,volume,full_formula,band_gap,bond_valence,density,efemri,elasticity.poisson_ratio,elasticity.universal_anistrophy,elasticity.homogeneous_poisson,elasticity.elastic_anisotropy,elasticity.nsites,elasticity.G_Reuss,elasticity.G_VRH,elasticity.G_Voigt,elasticity.G_Voigt_Reuss_Hill,final_energy,final_energy_per_atom,formation_energy_per_atom,is_ordered,magnetism.total_magnetization,nelements,spacegroup.point_group,total_magnetization
mp-23352,Ge(Bi3O5)4,-192.5162761,0.0003902441414140867,197,546.086015549079,Ge1Bi12O20,2.4228000000000005,,8.819518199972118,,,,,,,,,,,-192.5162761,-5.833826548484849,-1.6967762553030303,True,0.0007247,3,23,0.0007247
mp-29187,Co(SiP)3,-167.39693881,0.004154635785714511,4,434.45928802423714,Co4Si12P12,1.3473999999999995,,3.6097422134695196,,,,,,,,,,,-167.39693881,-5.9784621003571425,-0.28743818964285694,True,0.0003501,3,2,8.7525e-05
mp-29796,Ho(AlCl4)3,-196.07646904,0.0,151,1614.2806440983707,Ho3Al9Cl36,4.3163,,2.0716435623639455,,,,,,,,,,,-196.07646904,-4.0849264383333335,-2.1703279208333335,True,0.0747984,3,32,0.0249328
mp-30847,TiSnPt,-20.45294599,0.0,216,60.50414509058561,Ti1Sn1Pt1,0.8310000000000004,,9.925802909312868,,0.32,,0.32,0.16,3.0,55.0,56.0,57.0,56.0,-20.45294599,-6.817648663333333,-0.8256581361111112,True,0.0004996,3,-43m,0.0004996
mp-35695,Li2HN,-17.17743807,0.08578581187499967,160,34.092725519761245,Li2H1N1,2.4721,,1.4074556633984319,,,,,,,,,,,-17.17743807,-4.2943595175,-0.4978428416666669,True,0.0,3,3m,0.0
mp-505702,Pb2CO4,-182.94657623,0.0,19,474.13888268132996,Pb8C4O16,3.4174999999999995,,6.870072634664845,,,,,,,,,,,-182.94657623,-6.5338062939285715,-1.7201035996428575,True,0.0030238,3,222,0.00075595
mp-753318,DyBO3,-82.80132451,0.06000601850000109,40,120.53706474895905,Dy2B2O6,4.5198,,6.097586218203746,,,,,,,,,,,-82.80132451,-8.280132451,-3.466320125833333,True,0.0,3,mm2,0.0
mp-756202,Ba2SrI6,-60.83878171,0.0187649891666668,14,839.3251676073033,Ba4Sr2I12,3.5957999999999997,,4.446308016950779,,,,,,,,,,,-60.83878171,-3.379932317222222,-2.0024311168518514,True,0.0029336,3,2/m,0.0014668
mp-758397,Fe2OF3,-69.94698888,0.03395895777776836,38,145.07340581228692,Fe4O2F6,1.7041000000000002,,4.227873572326315,,,,,,,,,,,-69.94698888,-5.82891574,-2.322679938750001,True,6.9e-06,3,mm2,3.45e-06
mp-773864,TiSnO4,-45.37873597,0.06625076124999651,119,78.46714146278919,Ti1Sn1O4,2.2698,,4.87947087058393,,0.37,,0.37,0.72,6.0,44.0,47.0,50.0,47.0,-45.37873597,-7.563122661666667,-2.7383046797222224,True,3.5e-05,3,-42m,3.5e-05
mp-1245967,Zn3WN4,-104.18205677,0.0,31,201.86573624832144,Zn6W2N8,2.4932999999999996,,7.174578559595137,,,,,,,,,,,-104.18205677,-6.511378548125,-0.43146142312500047,True,0.0004131,3,mm2,0.00020655
mp-35539,Zn2GeSe4,-24.69233067,0.009914361428571272,121,179.11510177966434,Zn2Ge1Se4,1.3978000000000002,,4.8143043642853165,,0.24,,0.24,0.85,7.0,19.0,21.0,22.0,21.0,-24.69233067,-3.52747581,-0.7791670977678576,True,2.37e-05,3,-42m,2.37e-05
mp-4025,TmNiSb,-17.08645589,0.0,216,62.26951796706016,Tm1Ni1Sb1,0.3138000000000005,,9.317107225687996,,0.2,,0.2,0.07,3.0,60.0,60.0,61.0,60.0,-17.08645589,-5.695485296666667,-0.9644941822222215,True,0.0012083,3,-43m,0.0012083
mp-546633,KClO4,-26.28687303,0.0393533387499998,216,111.00586552125736,K1Cl1O4,5.232200000000001,,2.0725558960701913,,0.42,,0.42,0.84,6.0,7.0,8.0,9.0,8.0,-26.28687303,-4.381145505,-1.0473489005,True,0.0003501,3,-43m,0.0003501
mp-568269,TmNiBi,-16.10493064,0.0,216,66.36014626144934,Tm1Ni1Bi1,0.2126999999999999,,10.925302282172048,,0.25,,0.25,0.1,3.0,50.0,51.0,51.0,51.0,-16.10493064,-5.368310213333333,-0.6529747422222213,True,3.83e-05,3,-43m,3.83e-05
mp-580554,CsLi3Br4,-51.50822123,0.050124006875000404,26,492.14396941673726,Cs2Li6Br8,4.0021,,3.1942155270940247,,,,,,,,,,,-51.50822123,-3.219263826875,-1.8400260091163791,True,3.2e-06,3,mm2,1.6e-06
mp-626721,RbHO,-26.34140948,0.001196339999999907,4,103.43664422539483,Rb2H2O2,3.3498,,3.290206765689469,,,,,,,,,,,-26.34140948,-4.390234913333333,-1.5121612058333334,True,0.0003927,3,2,0.00019635
mp-643009,SrMgH4,-38.26054595,0.0,36,150.3120854415664,Sr2Mg2H8,2.8881,,2.56201262128339,,0.22,,0.22,0.85,12.0,24.0,26.0,27.0,26.0,-38.26054595,-3.1883788291666666,-0.49759921527777823,True,1.08e-05,3,mm2,5.4e-06
mp-766442,FePO4,-340.97095164,0.009450009166666717,29,787.6753653393752,Fe8P8O32,2.7283,,2.54355001569039,,,,,,,,,,,-340.97095164,-7.1035614925,-2.3250356630555564,True,40.0009517,3,mm2,5.0001189625
mp-18929,BaV2O6,-199.48761907,0.0,21,450.6200531818917,Ba3V6O18,2.878,,3.7057160593095038,,,,,,,,,,,-199.48761907,-7.388430335925926,-2.693702669259259,True,0.0045163,3,222,0.0015054333333333334
mp-19140,K3MnO4,-168.22143434,0.0,121,616.1366996691798,K12Mn4O16,1.9861,,2.546642970024863,,0.64,,0.64,-6.94,32.0,-29.0,-8.0,12.0,-8.0,-168.22143434,-5.256919823125,-1.77328780399138,True,2.3e-06,3,2,5.75e-07
mp-21272,ErNiSb,-17.18728284,0.0,216,62.81581062638487,Er1Ni1Sb1,0.33119999999999994,,9.19179452407992,,0.21,,0.21,0.1,3.0,58.0,59.0,59.0,59.0,-17.18728284,-5.729094280000001,-0.9674753700000002,True,5.91e-05,3,-43m,5.91e-05
mp-28582,CsB3H8,-101.86597175,0.005836444967943777,63,298.62356044781126,Cs2B6H16,6.0171,,1.9284529869889298,,,,,,,,,,,-101.86597175,-4.244415489583333,-0.35746665253591975,True,0.0003864,3,mmm,0.0001932
mp-29628,Na4SnS4,-68.99243293,0.0,114,440.50272673501206,Na8Sn2S8,2.0781,,2.555284856172997,,,,,,,,,,,-68.99243293,-3.832912940555556,-1.184749329856322,True,0.0006719,3,-42m,0.00033595
mp-29761,UCO5,-61.57867234,0.0004865714285884337,44,102.51007987154128,U1C1O5,2.2866,,5.3461931255930475,,0.07,,0.07,-7.09,7.0,13.0,25.0,36.0,25.0,-61.57867234,-8.796953191428571,-2.8222395150000006,True,7.1e-06,3,mm2,7.1e-06
mp-675821,Y3TaO7,-203.9845504,0.11968760045453664,1,309.7378193913315,Y6Ta2O14,3.633,,6.000812805505383,,,,,,,,,,,-203.9845504,-9.272025018181818,-3.7189415631818177,True,0.0014762,3,1,0.0007381
mp-753845,LiCuO2,-80.73016925,0.03745871937499956,1,183.25964485190548,Li4Cu4O8,0.2533000000000001,,3.714547734920698,,,,,,,,,,,-80.73016925,-5.045635578125,-1.4131226914583332,True,9.06e-05,3,1,2.265e-05
mp-766460,FePO4,-340.93511873,0.01019652812500027,29,781.6162392020464,Fe8P8O32,2.7587,,2.563267735984183,,,,,,,,,,,-340.93511873,-7.102814973541666,-2.324289144097223,True,40.0010573,3,mm2,5.0001321625
mp-867203,Sr2CdAs2,-36.75285575,0.0,36,294.58077116371965,Sr4Cd2As4,1.0660000000000003,,4.932271768052088,,,,,,,,,,,-36.75285575,-3.675285575,-0.9512628796666668,True,0.0023145,3,mm2,0.00115725
mp-961706,TiSiPt,-22.2326993,0.06032826083333376,216,51.3322716260144,Ti1Si1Pt1,0.9701000000000004,,8.767714392293598,,0.32,,0.32,0.72,3.0,63.0,68.0,73.0,68.0,-22.2326993,-7.410899766666667,-0.9233285177777771,True,0.0,3,-43m,0.0
mp-1029265,Mg2ZnN2,-27.36244986,1.9536754064999995,215,412.59596740013177,Mg4Zn2N4,0.11529999999999996,,1.1432508679573803,,,,,,,,,,,-27.36244986,-2.736244986,1.3460137259999996,True,7.9995886,3,-43m,3.9997943
mp-17066,Y2TeO6,-274.74472952,0.0,19,490.75690319312264,Y8Te4O24,3.0878000000000005,,5.432863622398212,,,,,,,,,,,-274.74472952,-7.631798042222223,-3.004908132592593,True,1.7e-06,3,222,4.25e-07
mp-27931,Rb2SnO2,-90.85334099,0.0,19,514.5730087331431,Rb8Sn4O8,2.2261,,4.151815837119449,,,,,,,,,,,-90.85334099,-4.5426670495,-1.6441546475000002,True,0.001914,3,222,0.0004785
mp-28189,FeSeCl7,-59.34963733,0.0,1,562.9564664159574,Fe2Se2Cl14,1.3313000000000001,,2.2593100799389814,,,,,,,,,,,-59.34963733,-3.2972020738888888,-1.0074602352604165,True,10.0006673,3,1,5.00033365
mp-4342,KNbO3,-38.26552385,0.002134466000002888,99,68.4707479204699,K1Nb1O3,1.5576999999999999,,4.365394324123522,,0.23,,0.23,1.99,5.0,60.0,68.0,77.0,68.0,-38.26552385,-7.653104770000001,-2.8541873696000004,True,0.0001493,3,4mm,0.0001493
mp-4979,AlCuS2,-38.70696449,0.0,122,149.48508022312058,Al2Cu2S4,1.6756000000000002,,3.435993537364091,,0.26,,0.26,0.73,8.0,36.0,38.0,41.0,38.0,-38.70696449,-4.83837056125,-1.0604500028125,True,7.66e-05,3,-42m,3.83e-05
mp-755380,Ce2Dy2O7,-93.52529465,0.09094265999999962,115,160.87337455893217,Ce2Dy2O7,1.9072,,7.403243605829144,,,,,,,,,,,-93.52529465,-8.502299513636364,-3.8744377840909094,True,0.0079,3,-42m,0.0079
mp-10246,Na2PtS2,-42.57879501,0.0,36,206.86975610763758,Na4Pt2S4,1.3934000000000002,,4.899563891679601,,,,,,,,,,,-42.57879501,-4.257879501,-1.0613078948706893,True,0.0033964,3,mm2,0.0016982
mp-14780,Na6MnSe4,-83.64305387,0.0,186,559.1635058229725,Na12Mn2Se8,1.1332999999999998,,3.02145572839611,,,,,,,,,,,-83.64305387,-3.8019569940909093,-1.14806490651058,True,9.9988646,3,6mm,4.9994323
mp-16376,HoSbPt,-18.43237831,0.0,216,71.75442882843073,Ho1Sb1Pt1,0.3260000000000005,,11.149208386251825,,0.3,,0.3,0.01,3.0,47.0,47.0,48.0,47.0,-18.43237831,-6.144126103333334,-1.2806868300000005,True,5.8e-06,3,-43m,5.8e-06
mp-18481,K6MnSe4,-82.58490135,0.0,186,742.2103885221563,K12Mn2Se8,1.2325,,2.7087655247928266,,,,,,,,,,,-82.58490135,-3.753859152272727,-1.2156723445732753,True,9.9992005,3,6mm,4.99960025
mp-20337,ZrPbO3,-39.25952211,0.03254247581249814,38,76.35838009464848,Zr1Pb1O3,3.2476999999999996,,7.533522789829773,,0.33,,0.33,0.8,5.0,43.0,46.0,50.0,46.0,-39.25952211,-7.851904422,-2.8432582789999996,True,1.2e-06,3,mm2,1.2e-06
mp-25542,LiMnO2,-52.95302229,0.021957220000000888,8,83.60247938128407,Li2Mn2O4,1.7503000000000002,,3.729263300906786,,0.33,,0.33,5.07,8.0,26.0,40.0,53.0,40.0,-52.95302229,-6.61912778625,-2.1379127440660923,True,0.0,3,1,0.0
mp-29033,P3BrCl14,-53.83263161,0.0,79,520.8857642003841,P3Br1Cl14,1.6019999999999999,,2.1332478191249367,,,,,,,,,,,-53.83263161,-2.990701756111111,-1.0670154420833338,True,0.0,3,4,0.0
mp-29057,Nb3SBr7,-56.89505728,0.0,156,311.6697333607621,Nb3S1Br7,0.7444000000000002,,4.635853424754877,,0.21,,0.21,38.92,11.0,2.0,9.0,16.0,9.0,-56.89505728,-5.172277934545455,-1.3851965496022733,True,0.0002446,3,3m,0.0002446
mp-29091,Ti(CuS)4,-46.29924093,0.0,121,157.14994440866022,Ti1Cu4S4,1.4548000000000005,,4.546920006726615,,0.29,,0.29,0.14,9.0,37.0,37.0,38.0,37.0,-46.29924093,-5.144360103333334,-0.830346973981482,True,0.0006366,3,-42m,0.0006366
mp-36033,PrOF,-22.7247125,0.053493020000000335,216,46.45496330601845,Pr1O1F1,5.1926000000000005,,6.287764670965426,,0.3,,0.3,0.28,3.0,54.0,56.0,57.0,56.0,-22.7247125,-7.574904166666666,-4.0777911275,True,0.00155,3,-43m,0.00155
mp-36381,Sn(PS3)2,-42.05669325,0.0,146,226.05039614913596,Sn1P2S6,1.3748,,2.7403623167805216,,,,,,,,,,,-42.05669325,-4.672965916666667,-0.6022019089351858,True,0.0003925,3,3,0.0003925
mp-37449,Nd5AgS8,-85.29565013,0.021059812760419128,82,316.32714620078224,Nd5Ag1S8,1.6239999999999997,,5.698778126953501,,,,,,,,,,,-85.29565013,-6.092546437857143,-2.111055652976191,True,1.79e-05,3,-4,1.79e-05
mp-568100,ReNCl4,-30.64005471,0.03616769046296575,79,159.04340223022663,Re1N1Cl4,1.1041999999999998,,3.5710191599716157,,,,,,,,,,,-30.64005471,-5.106675785,-0.8803143266666668,True,0.0012024,3,4,0.0012024
mp-640885,Er(CuTe)3,-119.99992538,0.0,31,677.6202396325672,Er4Cu12Te12,0.38349999999999973,,7.260446091045637,,0.27,,0.27,0.16,28.0,29.0,29.0,29.0,29.0,-119.99992538,-4.285711620714285,-0.7101056764285717,True,0.0010412,3,mm2,0.0002603
mp-690525,MnCO3,-78.33140629,0.081420198,9,112.07515008417518,Mn2C2O6,3.3545000000000003,,3.406176884268524,,0.31,,0.31,0.76,10.0,41.0,44.0,47.0,44.0,-78.33140629,-7.833140629000001,-1.932404827586207,True,10.0,3,m,5.0
mp-706430,H3NO4,-174.66836073,0.04156773000002101,33,360.42707465163255,H12N4O16,3.963,,1.493232536797644,,,,,,,,,,,-174.66836073,-5.4583862728125,-1.0135716378124995,True,0.0029806,3,mm2,0.00074515
mp-753141,Li5Cr2O8,-90.04913513,0.06336400944444343,1,186.816780122709,Li5Cr2O8,0.5211999999999999,,2.37052125978421,,,,,,,,,,,-90.04913513,-6.003275675333333,-2.073915854444444,True,0.9998925,3,1,0.9998925
mp-772052,CdSeO4,-58.47305508,0.020635926666664695,31,170.1067855752359,Cd2Se2O8,1.8944999999999999,,4.985686317556067,,,,,,,,,,,-58.47305508,-4.87275459,-1.295647047057292,True,0.0002483,3,mm2,0.00012415
mp-781081,VOF3,-58.90345375,0.022392188499999577,4,145.47054858084292,V2O2F6,3.1159,,2.8294490363985783,,,,,,,,,,,-58.90345375,-5.890345375,-2.691684579500001,True,3e-06,3,2,1.5e-06
mp-1001780,LuCuS2,-22.367179,0.0,156,78.51531902758924,Lu1Cu1S2,1.5030999999999999,,6.400668442249266,,,,,,,,,,,-22.367179,-5.59179475,-1.6200305190624995,True,0.0010053,3,3m,0.0010053
mp-13863,BaGeO3,-131.21956747,0.0,19,356.8194419630244,Ba4Ge4O12,3.549,,4.80199498173837,,,,,,,,,,,-131.21956747,-6.560978373499999,-2.6960020334999997,True,0.0004438,3,222,0.00011095
mp-22994,LiIO3,-92.48536365,0.004807386000000413,33,303.54875928084897,Li4I4O12,3.6473999999999998,,3.9790446683333762,,,,,,,,,,,-92.48536365,-4.6242681825,-1.3811044831666663,True,0.0019621,3,mm2,0.000490525
mp-23063,Ba4Cl6O,-104.54166402,0.0,186,683.8675655295054,Ba8Cl12O2,4.3725000000000005,,3.7783384872384356,,,,,,,,,,,-104.54166402,-4.751893819090909,-2.993342520454546,True,0.0031447,3,6mm,0.00157235
mp-29314,RbVBr3,-126.70699187,0.0,185,970.4935068425988,Rb6V6Br18,0.6103000000000001,,3.861318646813004,,,,,,,,,,,-126.70699187,-4.2235663956666665,-1.5489186316666665,True,17.9993971,3,6mm,2.9998995166666664
mp-30460,YNiBi,-18.15384223,0.0,216,68.5782015938281,Y1Ni1Bi1,0.2569999999999997,,8.634149415094077,,0.24,,0.24,0.18,3.0,47.0,48.0,49.0,48.0,-18.15384223,-6.051280743333333,-0.6724000422222218,True,0.0005331,3,-43m,0.0005331
mp-552941,Na4CO4,-46.9501029,0.15603414101851953,146,114.98524119563687,Na4C1O4,2.1738999999999997,,2.425671231558703,,,,,,,,,,,-46.9501029,-5.216678099999999,-1.7099307784674325,True,1e-07,3,3,1e-07
mp-567713,Nb3TeI7,-50.06882969,0.0020235781818183085,156,375.3468713718714,Nb3Te1I7,0.4801000000000002,,5.727549050157333,,0.22,,0.22,21.46,11.0,3.0,8.0,14.0,8.0,-50.06882969,-4.55171179,-0.8207750304545459,True,5.1e-06,3,3m,5.1e-06
mp-606711,Cs3LiCl4,-26.88890798,0.05935256406249989,38,288.8248848543216,Cs3Li1Cl4,4.7641,,3.147562071615516,,,,,,,,,,,-26.88890798,-3.3611134975,-2.1694539196408043,True,7.6e-06,3,mm2,7.6e-06
mp-624483,YbBeF4,-135.51027268,0.2504459579166669,2,312.5817265352016,Yb4Be4F16,5.4258,,5.483303556953024,,,,,,,,,,,-135.51027268,-5.646261361666667,-3.8001051925000007,True,0.0004908,3,-1,0.0001227
mp-760343,FePO4,-170.71227604,0.0,82,420.97827706242975,Fe4P4O16,2.8209,,2.3795665917113222,,,,,,,,,,,-170.71227604,-7.113011501666667,-2.334485672222223,True,0.0,3,1,0.0
mp-768353,YTmO3,-261.01945469,0.07621912245833506,185,448.20930423084536,Y6Tm6O18,3.1725999999999996,,6.798471705032728,,,,,,,,,,,-261.01945469,-8.700648489666666,-3.955610579333332,True,0.0007475,3,6mm,0.00012458333333333334
mvc-3714,Zn3W2O7,-145.22236242,0.08325501500000065,36,277.27154852600364,Zn6W4O14,1.3418999999999999,,8.095767564980198,,,,,,,,,,,-145.22236242,-6.0509317675,-1.8304142004166668,True,7.9998674,3,mm2,3.9999337
mvc-7383,ZnCr2O7,-124.50295122,0.052586145800001205,4,317.65522908445166,Zn2Cr4O14,2.4233000000000002,,2.9419991798706504,,,,,,,,,,,-124.50295122,-6.225147561,-1.5856910024999997,True,0.0019979,3,2,0.00099895
mp-1191586,Zn(BH4)2,-84.45497497,0.0,98,300.473928163231,Zn2B4H16,4.438,,1.0510606790070132,,,,,,,,,,,-84.45497497,-3.8388624986363635,-0.17265017939393926,True,1.19e-05,3,422,5.95e-06
mp-19086,BaCoO2,-72.35214568,0.002469871041665961,152,208.83583833814464,Ba3Co3O6,0.5262000000000002,,5.444941560556691,,0.33,,0.33,0.08,12.0,30.0,31.0,31.0,31.0,-72.35214568,-6.029345473333334,-2.051542814583334,True,9.0007115,3,32,3.0002371666666665
mp-19412,VAg3O4,-42.64721341,0.030719150000003026,121,127.89211831471899,V1Ag3O4,0.5961,,5.694009575080282,,0.24,,0.24,-4.8,8.0,88.0,46.0,3.0,46.0,-42.64721341,-5.33090167625,-1.2152244137500006,True,0.0004672,3,-42m,0.0004672
mp-22786,ThNiSn,-19.27169882,0.0,216,71.32328956279774,Th1Ni1Sn1,0.35329999999999995,,9.532560037308961,,0.29,,0.29,0.97,3.0,44.0,48.0,52.0,48.0,-19.27169882,-6.423899606666667,-0.6893773450000005,True,0.0012481,3,-43m,0.0012481
mp-3107,Ga3PO7,-71.04637699,0.016049203181817795,160,126.23510726999166,Ga3P1O7,3.1481000000000003,,4.632149104184657,,0.32,,0.32,0.15,11.0,59.0,60.0,61.0,60.0,-71.04637699,-6.458761544545454,-2.4292781255303026,True,7.5e-06,3,3m,7.5e-06
mp-33723,BiTeBr,-10.18038139,0.0,156,113.71955981319276,Bi1Te1Br1,1.2970000000000002,,6.081527381617852,,0.24,,0.24,28.62,3.0,1.0,5.0,8.0,5.0,-10.18038139,-3.3934604633333336,-0.8220377525000006,True,0.0033901,3,3m,0.0033901
mp-35907,La5TlTe8,-72.88021129,0.0,82,464.68170443875397,La5Tl1Te8,1.0812999999999997,,6.860081859136832,,,,,,,,,,,-72.88021129,-5.205729377857144,-1.719080369880953,True,0.0011038,3,-4,0.0011038
mp-4187,Ge2N2O,-67.10241375,0.0,36,142.39547007282664,Ge4N4O2,2.6390000000000002,,4.414860799509152,,0.28,,0.28,0.89,10.0,57.0,62.0,67.0,62.0,-67.10241375,-6.710241375,-0.8186400619999994,True,8.93e-05,3,mm2,4.465e-05
mp-548403,CaCO3,-71.81584954,0.3098526119999949,20,104.7489959704011,Ca2C2O6,5.7446,,3.1732658812663006,,0.44,,0.44,156.03,10.0,1.0,9.0,18.0,9.0,-71.81584954,-7.181584954,-2.378532235,True,0.0001961,3,222,9.805e-05
mp-556295,V2Te2O9,-168.50126501,0.012289310000025644,43,364.9423386761336,V4Te4O18,2.4032999999999998,,4.559947378079225,,,,,,,,,,,-168.50126501,-6.480817885,-1.9113514969230772,True,8.71e-05,3,mm2,4.355e-05
mp-675349,DyCuSe2,-20.54345007,0.0,156,93.30911605737492,Dy1Cu1Se2,1.1061999999999999,,6.833100239145841,,0.3,,0.3,0.67,4.0,27.0,29.0,30.0,29.0,-20.54345007,-5.1358625175,-1.4474084011718746,True,0.0001239,3,3m,0.0001239
mp-697139,PHN2,-107.86488345,0.0,19,156.55352441022447,P4H4N8,4.9669,,2.5454351424143438,,,,,,,,,,,-107.86488345,-6.741555215625,-0.552300615208333,True,0.0013338,3,222,0.00033345
mp-754943,ErBiO3,-70.66672331,0.030865551999999852,161,157.85021467352348,Er2Bi2O6,3.2083,,8.925716189586977,,,,,,,,,,,-70.66672331,-7.0666723309999995,-2.8185451039999996,True,3.95e-05,3,3m,1.975e-05
mp-755260,Cd4B6O13,-153.39060041,0.026677115434774912,217,245.73994851378785,Cd4B6O13,2.6868,,4.882165622888669,,,,,,,,,,,-153.39060041,-6.669156539565217,-2.3578346817391305,True,0.0001574,3,-43m,0.0001574
mp-763200,LiVO3,-67.57791776,0.08454501549999893,5,107.92854975417988,Li2V2O6,1.9411999999999998,,3.25806358279442,,,,,,,,,,,-67.57791776,-6.757791776,-2.342649385666668,True,0.0006155,3,2,0.00030775
mp-771248,Na2Ge2O5,-209.63934251,0.01243225543650972,33,526.9980869845255,Na8Ge8O20,2.9922,,3.418851722418458,,,,,,,,,,,-209.63934251,-5.823315069722223,-2.134880478400384,True,0.0046038,3,mm2,0.00115095
mp-996984,AgClO2,-15.35315322,0.2207838712500081,1,108.35512978240182,Ag1Cl1O2,0.5702,,2.6867736649012284,,,,,,,,,,,-15.35315322,-3.838288305,-0.2745346366666661,True,1.9999148,3,1,1.9999148
mp-1025377,Cd(AgI2)2,-15.6556017,0.0,121,280.63205281567184,Cd1Ag2I4,2.0050000000000003,,4.945339935418756,,0.36,,0.36,5.06,7.0,4.0,6.0,8.0,6.0,-15.6556017,-2.2365145285714285,-0.6410784961904762,True,0.0002515,3,-42m,0.0002515
mp-1029652,Y3Si6N11,-339.76884637,0.0,100,486.2492600450031,Y6Si12N22,3.1206000000000005,,4.024942800521057,,0.23,,0.23,0.4,40.0,90.0,94.0,98.0,94.0,-339.76884637,-8.49422115925,-1.5101340775000012,True,0.0006488,3,4mm,0.0003244
mp-1118943,Cs3Re2N5,-286.44204188,0.0,80,977.3930202409157,Cs12Re8N20,0.3214999999999999,,5.716371673934991,,,,,,,,,,,-286.44204188,-7.161051046999999,-0.41577743587931054,True,0.000324,3,4,8.1e-05
mp-1219924,PRhS,-76.15794805,0.0,198,184.7749736845503,P4Rh4S4,1.4531999999999998,,5.965243548610417,,,,,,,,,,,-76.15794805,-6.346495670833334,-0.8761422563194449,True,0.0005467,3,23,0.000136675
mp-1228809,AlReSi,-23.06203312,0.0,107,41.28732870616417,Al1Re1Si1,0.2931000000000008,,9.703823894807714,,,,,,,,,,,-23.06203312,-7.687344373333333,-0.45853869499999905,True,0.0009653,3,4mm,0.0009653
mp-30126,Ba(BS2)2,-77.45899021,0.0,9,311.6444687025043,Ba2B4S8,2.8723,,3.0606785146210234,,,,,,,,,,,-77.45899021,-5.532785015,-1.2739916094047616,True,3.73e-05,3,m,1.865e-05
mp-3481,KSnAs,-21.93658005,0.0,186,196.15788619323527,K2Sn2As2,0.33899999999999997,,3.940265654527008,,,,,,,,,,,-21.93658005,-3.656096675,-0.3964002726666666,True,0.0014337,3,6mm,0.00071685
mp-3647,LiGaS2,-69.25326418,0.0,33,329.89979831854714,Li4Ga4S8,2.9659000000000004,,2.834726647721461,,,,,,,,,,,-69.25326418,-4.32832901125,-1.2773493555208333,True,0.0008039,3,mm2,0.000200975
mp-504422,H7NO6,-294.86675751,0.004682026428576513,19,512.6855490068094,H28N4O24,3.5741,,1.516567116831657,,,,,,,,,,,-294.86675751,-5.265477812678571,-1.1475247219642861,True,0.0,3,222,0.0
mp-625111,H8PtO6,-151.78582925,0.06967737400000651,9,227.01038128822503,H16Pt2O12,1.6033,,4.376365194199432,,,,,,,,,,,-151.78582925,-5.059527641666667,-1.1409621683333337,True,0.0010445,3,m,0.00052225
mp-642210,MgSiO3,-282.09927828,0.1445936040000051,33,540.679245915951,Mg8Si8O24,4.205,,2.4665175806818516,,,,,,,,,,,-282.09927828,-7.052481957,-3.0907865400000007,True,0.0016372,3,mm2,0.00020465
mp-644271,LiHS,-23.48178882,0.00023036249999996983,40,96.05077039843177,Li2H2S2,3.4983999999999997,,1.3835331107281414,,0.3,,0.3,1.78,6.0,8.0,10.0,11.0,10.0,-23.48178882,-3.91363147,-0.9352652104861109,True,0.0009523,3,mm2,0.00047615
mp-752463,NbNO,-56.16443314,0.06174088166666536,109,82.59308628606965,Nb2N2O2,1.0384000000000002,,4.942325901365797,,0.35,,0.35,2.0,6.0,50.0,60.0,69.0,60.0,-56.16443314,-9.360738856666666,-1.914818533333334,True,8.51e-05,3,4mm,4.255e-05
mp-752467,NbO2F,-65.49095866,0.0,9,119.91749392371727,Nb2O4F2,2.2316,,3.985365502706898,,0.28,,0.28,1.64,8.0,46.0,53.0,61.0,53.0,-65.49095866,-8.1863698325,-3.1681933281250005,True,5.8e-06,3,m,2.9e-06
mp-754979,Y3AlO6,-174.15560535,0.018554306649999575,36,268.19046534622737,Y6Al2O12,4.3751999999999995,,4.8257090874776525,,,,,,,,,,,-174.15560535,-8.7077802675,-3.8367047475000007,True,0.0030865,3,mm2,0.00154325
mp-777589,Li2MnF4,-154.11286549,0.021473251071428834,95,324.0899211312412,Li8Mn4F16,4.0321,,2.9679261275979667,,,,,,,,,,,-154.11286549,-5.504030910357143,-3.0597770681568144,True,20.003363,3,422,5.00084075
mp-866922,Ca2SnS4,-32.94982263,0.19382293750000024,82,221.05177441365774,Ca2Sn1S4,2.3171,,2.4573677553208975,,,,,,,,,,,-32.94982263,-4.707117518571429,-1.4850359353571427,True,0.0002024,3,-4,0.0002024
mp-9197,Li3AsO4,-91.18600578,0.0,31,175.8885997591399,Li6As2O8,4.1579,,3.016206440302241,,,,,,,,,,,-91.18600578,-5.69912536125,-2.270408983125,True,0.0002735,3,mm2,0.00013675
mp-1029312,RbVN2,-59.35825311,0.0,122,141.72149489353504,Rb2V2N4,0.7071000000000001,,3.8530544289129813,,0.23,,0.23,0.51,8.0,34.0,36.0,37.0,36.0,-59.35825311,-7.41978163875,-0.9159241406250009,True,5e-07,3,-42m,2.5e-07
mp-1030245,Ca3ReN4,-1050.78373978,0.0,159,2373.8345188262,Ca54Re18N72,0.07059999999999977,,4.563947012818382,,,,,,,,,,,-1050.78373978,-7.297109304027777,-1.0016959884027767,True,1.0068558,3,3m,0.05593643333333334
mp-18938,Tl2MoO4,-82.08716943,0.0,5,298.416426752324,Tl4Mo2O8,3.4624999999999995,,6.329112319431961,,,,,,,,,,,-82.08716943,-5.863369245,-1.6615444816666678,True,0.00169,3,2,0.000845
