material_id,pretty_formula,final_energy,e_above_hull,spacegroup.number,volume,full_formula,band_gap,bond_valence,density,efemri,elasticity.poisson_ratio,elasticity.universal_anistrophy,elasticity.homogeneous_poisson,elasticity.elastic_anisotropy,elasticity.nsites,elasticity.G_Reuss,elasticity.G_VRH,elasticity.G_Voigt,elasticity.G_Voigt_Reuss_Hill,final_energy,final_energy_per_atom,formation_energy_per_atom,is_ordered,magnetism.total_magnetization,nelements,spacegroup.point_group,total_magnetization
mp-569055,CsLi2I3,-17.20443557,0.017335815000000476,115,235.2628259727694,Cs1Li2I3,4.4204,,3.7232222525096548,,,,,,,,,,,-17.20443557,-2.8674059283333335,-1.5093582699329506,True,0.0007895,3,-42m,0.0007895
mp-626088,FeHO2,-97.20237558,0.0067484493750065155,36,153.54993981388347,Fe4H4O8,1.7367,,3.84348663592366,,,,,,,,,,,-97.20237558,-6.07514847375,-1.5429843475,True,0.0,3,2,0.0
mp-753525,VOF3,-117.755721,0.024951513499999578,76,264.6458175769678,V4O4F12,3.2111,,3.1105838533551067,,,,,,,,,,,-117.755721,-5.88778605,-2.689125254500001,True,0.0,3,4,0.0
mp-756696,Mg2Mn3O8,-88.47569459,0.04173399923076904,160,146.267562938336,Mg2Mn3O8,1.1249999999999998,,3.876048335467963,,,,,,,,,,,-88.47569459,-6.805822660769231,-2.208107736445624,True,8.9996378,3,3m,8.9996378
mp-757191,P4WO12,-246.66100139,0.017290442941183315,4,534.3022523422763,P8W2O24,3.2428,,3.1061729971535352,,,,,,,,,,,-246.66100139,-7.2547353349999995,-2.472096008137255,True,3.9983977,3,2,1.99919885
mp-768230,SmTaO4,-110.96360663,0.057677559166666725,36,163.59190649815883,Sm2Ta2O8,3.4987000000000004,,8.025093744945783,,,,,,,,,,,-110.96360663,-9.246967219166667,-3.6435992550000003,True,0.0006167,3,mm2,0.00030835
mp-1094066,ScAgS2,-22.31322154,0.0,160,84.81468112972122,Sc1Ag1S2,1.2832000000000003,,4.24762286242054,,,,,,,,,,,-22.31322154,-5.578305385,-1.4703241744791669,True,0.0011335,3,3m,0.0011335
mp-1209286,Rb6CdO4,-75.38859626,0.0,186,524.1596901896347,Rb12Cd2O8,1.2910000000000001,,4.366871846205076,,,,,,,,,,,-75.38859626,-3.4267543754545455,-1.258578174090909,True,0.0002186,3,6mm,0.0001093
mp-27230,As2SO6,-108.40061988,0.0,18,285.58954270708824,As4S2O12,4.443199999999999,,3.2317110823707527,,,,,,,,,,,-108.40061988,-6.02225666,-1.7425396925694443,True,0.0019835,3,222,0.00099175
mp-28477,Sr(ClO3)2,-84.1060555,0.0,43,284.72598454297935,Sr2Cl4O12,5.279400000000001,,2.968779889922507,,,,,,,,,,,-84.1060555,-4.672558638888889,-1.2334105496296293,True,0.0010911,3,mm2,0.00054555
mp-29060,Ba5(SiN3)2,-325.67048022,0.01481696525641052,19,1018.0092312420492,Ba20Si8N24,1.4010000000000002,,5.394883955991555,,,,,,,,,,,-325.67048022,-6.262893850384615,-1.0091667934615383,True,0.0045979,3,222,0.001149475
mp-3666,LiTaO3,-84.37087029,0.0,161,109.13330709649708,Li2Ta2O6,3.7746000000000004,,7.178371517686228,,0.22,,0.22,0.05,10.0,83.0,83.0,83.0,83.0,-84.37087029,-8.437087029,-3.127170326666667,True,0.000156,3,3m,7.8e-05
mp-4937,SNF,-122.3355139,0.20100016296130807,114,419.0814184561511,S8N8F8,3.4753,,2.062634011869924,,,,,,,,,,,-122.3355139,-5.097313079166667,-0.744505159375,True,0.0016818,3,-42m,0.000210225
mp-504908,In2TeO6,-151.85058561,0.0,150,348.1194839904909,In6Te3O18,1.0231000000000003,,6.485791296324877,,0.32,,0.32,0.13,27.0,59.0,60.0,60.0,60.0,-151.85058561,-5.624095763333333,-1.8227141611111117,True,0.0003294,3,32,0.0001098
mp-530399,LiAl5O8,-406.69699316,0.0,212,509.57829220840154,Li4Al20O32,5.251,,3.5173109456293474,,0.24,,0.24,0.61,56.0,114.0,121.0,128.0,121.0,-406.69699316,-7.262446306428571,-3.353554159523809,True,0.0,3,432,0.0
mp-561681,CsSO3,-112.75398669,0.0,186,435.6055799266119,Cs4S4O12,5.1114999999999995,,3.2473667256573324,,,,,,,,,,,-112.75398669,-5.637699334500001,-2.175352283711207,True,0.0015572,3,6mm,0.0003893
mp-567318,TlSbSe2,-59.22310567,0.0,11,473.047855521173,Tl4Sb4Se8,0.8407,,6.7968262489784275,,,,,,,,,,,-59.22310567,-3.701444104375,-0.5665772688802084,True,0.0013132,3,2/m,0.0003283
mp-625142,Re2H4O9,-202.34100103,0.11070274502778066,4,364.64088422877614,Re4H8O18,1.9464000000000001,,4.74006940523521,,,,,,,,,,,-202.34100103,-6.744700034333333,-1.6241261946666679,True,0.0008236,3,2,0.0004118
mp-626689,Fe(HO)2,-28.25926438,0.014011894499997624,5,43.850479405010724,Fe1H2O2,2.2800000000000002,,3.402825035822164,,0.25,,0.25,1.73,5.0,24.0,27.0,30.0,27.0,-28.25926438,-5.651852876,-1.3475763659999997,True,3.9999851,3,2,3.9999851
mp-675953,Tl2SeO4,-67.68168264,0.01069474464285669,15,297.31907701555195,Tl4Se2O8,2.4715,,6.162803929602606,,,,,,,,,,,-67.68168264,-4.834405902857143,-1.2251142184300596,True,0.0005156,3,2/m,0.0002578
mp-752535,TaIn3O7,-151.25004885,0.10644907499999512,20,286.95510379766773,Ta2In6O14,1.0781999999999998,,7.376929244976949,,,,,,,,,,,-151.25004885,-6.8750022204545465,-2.335042597272728,True,0.0006554,3,222,0.0003277
mp-768223,Cs2CeO3,-73.10757382,0.0,36,298.7426642299378,Cs4Ce2O6,2.4439,,5.0462184242301715,,,,,,,,,,,-73.10757382,-6.092297818333333,-2.6745016659770116,True,5.8e-06,3,mm2,2.9e-06
mp-1029565,Na3W2N5,-304.23983405,0.0,80,650.7235680865,Na12W8N20,2.3221,,5.17188334989618,,,,,,,,,,,-304.23983405,-7.60599585125,-0.6298655067155181,True,0.0,3,4,0.0
mp-19842,CaFeO2,-25.95115021,0.09136572249999997,123,51.788659247828264,Ca1Fe1O2,0.0045999999999999375,,4.1016537105794955,,,,,,,,,,,-25.95115021,-6.4877875525,-2.3024049675000002,True,3.9998622,3,4/mmm,3.9998622
mp-23011,RbClO3,-21.33330399,0.0651709064999979,160,95.64282469113215,Rb1Cl1O3,5.4277,,2.932751092377686,,,,,,,,,,,-21.33330399,-4.266660798,-1.1442700485000004,True,0.0002745,3,3m,0.0002745
mp-510670,FeHO2,-48.24913465,0.05075509187500593,31,69.20740054122957,Fe2H2O4,1.8729,,4.2637574667318825,,,,,,,,,,,-48.24913465,-6.03114183125,-1.4989777050000006,True,10.0001365,3,mm2,5.00006825
mp-540111,FePO4,-170.59288877,0.004974469583332919,33,401.9548039507619,Fe4P4O16,0.40390000000000004,,2.4921852757770773,,0.01,,0.01,0.88,24.0,16.0,17.0,18.0,17.0,-170.59288877,-7.108037032083334,-2.3295112026388893,True,19.9997667,3,mm2,4.999941675
mp-555514,OsOF5,-146.96660834,0.0004732021428583977,33,444.4155627479441,Os4O4F20,0.8102,,4.5020019179504684,,,,,,,,,,,-146.96660834,-5.248807440714286,-2.0008471410714286,True,4.0057617,3,mm2,1.001440425
mp-675941,Li7IN2,-74.14488464,0.0,8,283.8627188886603,Li14I2N4,1.6667,,2.380924048084666,,,,,,,,,,,-74.14488464,-3.707244232,-0.6613979788333332,True,0.0002427,3,m,0.00012135
mp-753756,FePO4,-170.16157052,0.022946063333333377,33,419.2325418668838,Fe4P4O16,2.7500999999999998,,2.389475395858055,,,,,,,,,,,-170.16157052,-7.090065438333333,-2.3115396088888893,True,20.0011717,3,mm2,5.000292925
mp-14168,K2GeF6,-85.75698298,0.0,186,283.38642705949457,K4Ge2F12,5.902,,3.1035756781711026,,0.29,,0.29,0.05,18.0,11.0,11.0,11.0,11.0,-85.75698298,-4.764276832222222,-3.0375324373333337,True,0.0010817,3,6mm,0.00054085
mp-22512,Sr2In2O5,-105.16207464,0.029024470555551574,46,291.02657814863,Sr4In4O10,1.1204999999999998,,5.533175450582688,,,,,,,,,,,-105.16207464,-5.84233748,-2.4882086587037042,True,0.0010212,3,mm2,0.0005106
mp-27442,RbCrI3,-76.28241617,0.0635564926111103,5,818.1720779552074,Rb4Cr4I12,0.19189999999999996,,4.206712450178756,,,,,,,,,,,-76.28241617,-3.8141208085000002,-1.0003969310000003,True,16.0062499,3,2,4.001562475
mp-29117,Ta3TeI7,-108.65277411,0.006215539558868777,186,771.4925752767815,Ta6Te2I14,0.5511000000000004,,6.710127226754088,,,,,,,,,,,-108.65277411,-4.938762459545455,-0.7287877209090913,True,0.0002745,3,6mm,0.00013725
mp-29526,BrNO3,-101.75463911,0.0,19,364.22402882075437,Br4N4O12,2.5676,,2.587915718918159,,,,,,,,,,,-101.75463911,-5.0877319555,-0.5364697890000002,True,0.0025191,3,222,0.000629775
mp-29816,Ag2HgO2,-67.15682191,0.0,96,346.01931164764795,Ag8Hg4O8,0.4102999999999999,,8.606011099164833,,0.36,,0.36,0.96,20.0,11.0,12.0,13.0,12.0,-67.15682191,-3.3578410955000004,-0.45969821916666687,True,9.2e-06,3,422,2.3e-06
mp-3589,BPO4,-45.72440459,0.0,82,66.1969688803451,B1P1O4,7.2758,,2.6535315382148594,,0.12,,0.12,0.65,6.0,59.0,62.0,65.0,62.0,-45.72440459,-7.620734098333333,-2.7646443820833326,True,0.0006706,3,-4,0.0006706
mp-546711,CsClO4,-26.35012031,0.012408991250000057,216,133.13629820950396,Cs1Cl1O4,5.3231,,2.898054901103929,,0.35,,0.35,0.0,6.0,11.0,11.0,11.0,11.0,-26.35012031,-4.391686718333333,-1.0937228763218396,True,0.000166,3,-43m,0.000166
mp-6980,ScCuS2,-23.83208382,0.0,156,73.28913678456394,Sc1Cu1S2,0.9184000000000001,,3.911385050972925,,0.31,,0.31,0.43,4.0,36.0,38.0,39.0,38.0,-23.83208382,-5.958020955,-1.5333770778125002,True,1.85e-05,3,3m,1.85e-05
mp-754908,NbCrO4,-51.08661168,0.041462122321451744,119,76.052486410934,Nb1Cr1O4,1.1119999999999999,,4.561149282898313,,,,,,,,,,,-51.08661168,-8.514435279999999,-2.7145691916666657,True,2.9999182,3,-42m,2.9999182
mp-777999,VOF2,-155.79104125,0.005005247708385063,9,315.63715064234043,V6O6F12,1.7716,,3.3124078204733234,,,,,,,,,,,-155.79104125,-6.491293385416667,-2.855337132916668,True,6.0003599,3,m,1.0000599833333335
mp-8311,Si3NiP4,-45.65244004,0.0,121,141.19362422466548,Si3Ni1P4,0.3369,,3.138289446935509,,0.26,,0.26,0.35,8.0,59.0,61.0,63.0,61.0,-45.65244004,-5.706555005,-0.24289390916666775,True,0.0002415,3,-42m,0.0002415
mp-1207095,SiPAu,-14.71091389,0.0,160,62.14445366131094,Si1P1Au1,1.0027000000000004,,6.841171969284007,,,,,,,,,,,-14.71091389,-4.903637963333334,-0.17580527444444508,True,0.0018107,3,3m,0.0018107
mp-17853,YGaO3,-227.69571457,0.026932728216666035,185,382.2256825292596,Y6Ga6O18,2.9043,,5.386016237384248,,,,,,,,,,,-227.69571457,-7.589857152333334,-3.134367122166667,True,0.004017,3,6mm,0.0006695
mp-19270,TiFeO3,-80.76417016,0.03177502499999818,161,108.5112882729625,Ti2Fe2O6,2.5730000000000004,,4.6432167180245285,,,,,,,,,,,-80.76417016,-8.076417016,-2.6979403196666674,True,3e-07,3,3m,1.5e-07
mp-27463,Na5Fe3F14,-214.90824482,0.028030123636362703,136,613.482490302205,Na10Fe6F28,3.2267,,2.969087943209774,,,,,,,,,,,-214.90824482,-4.8842782913636364,-2.8139438658072105,True,30.0,3,4/mmm,15.0
mp-29931,VRe2O9,-193.53082541,0.0,36,400.9768802802628,V2Re4O18,1.8881000000000001,,4.6990589823080615,,,,,,,,,,,-193.53082541,-8.063784392083333,-2.178650268333333,True,2.0039222,3,mm2,1.0019611
mp-3078,CdSiAs2,-32.30455584,0.0,122,198.73228086288108,Cd2Si2As4,0.8904000000000001,,4.851958749143242,,0.28,,0.28,0.65,8.0,29.0,31.0,33.0,31.0,-32.30455584,-4.03806948,-0.12145933249999974,True,0.0006112,3,-42m,0.0003056
mp-38322,Mg(IO3)2,-85.63569155,0.0,4,280.7564736293751,Mg2I4O12,3.4935,,4.425364279286994,,,,,,,,,,,-85.63569155,-4.757538419444445,-1.4004193850000002,True,0.0,3,2,0.0
mp-530262,Li15Cr2N9,-560.64012281,0.0,33,980.2067608843967,Li60Cr8N36,1.3186,,2.2644128185257384,,,,,,,,,,,-560.64012281,-5.390770411634615,-0.7861784014423071,True,0.000602,3,mm2,0.0001505
mp-568556,Mg2B24C,-352.56832667,0.0,118,409.1030107282402,Mg4B48C2,2.6298000000000004,,2.598431862062319,,0.14,,0.14,0.03,54.0,196.0,197.0,198.0,197.0,-352.56832667,-6.529043086481481,-0.13153407537036957,True,0.0001552,3,-42m,7.76e-05
mp-625254,P(HO)3,-309.38071004,0.147681568166651,7,638.9335105425263,P8H24O24,4.1597,,1.704805862404109,,,,,,,,,,,-309.38071004,-5.524655536428571,-1.471175014047619,True,0.0006076,3,m,7.595e-05
mp-625475,H2SO4,-77.42253845,0.0,5,178.19043538888923,H4S2O8,6.0941,,1.8279673348045684,,,,,,,,,,,-77.42253845,-5.530181317857143,-1.6069318925892857,True,0.0035439,3,2,0.00177195
mp-633099,Sb2Pb2O7,-130.7990176,0.01376498627841194,46,321.4385471770907,Sb4Pb4O14,1.6729000000000003,,7.9547103178526966,,,,,,,,,,,-130.7990176,-5.945409890909091,-1.8081350131818184,True,0.0001294,3,mm2,6.47e-05
mp-675879,Ag3SI,-29.13418992,0.06362085200000012,4,247.32376322424778,Ag6S2I2,0.2769999999999997,,6.480033178506964,,,,,,,,,,,-29.13418992,-2.913418992,-0.25819289362500014,True,0.0007676,3,2,0.0003838
mp-686129,Li5TiN3,-804.62165972,0.0,1,1397.540024575689,Li80Ti16N48,1.5626000000000002,,2.368619669437212,,,,,,,,,,,-804.62165972,-5.587650414722223,-0.9913625119444447,True,0.0055896,3,1,0.00034935
mp-753533,Li3VF8,-59.99147063,0.09522420083333483,21,163.32648839152066,Li3V1F8,1.3812999999999998,,2.2748819572199457,,,,,,,,,,,-59.99147063,-4.999289219166667,-2.9404136849999998,True,0.0,3,222,0.0
mp-755391,BaNa2O2,-45.482165,0.06153622800000136,36,197.76519734263016,Ba2Na4O4,1.5213,,3.615630360957872,,,,,,,,,,,-45.482165,-4.5482165000000006,-1.9310278146206898,True,9.3e-06,3,mm2,4.65e-06
mp-760580,Li2AgF3,-51.34176291,0.07663638250000115,15,141.18274768799233,Li4Ag2F6,1.9705,,4.204674303012773,,,,,,,,,,,-51.34176291,-4.2784802425,-2.4453404693055556,True,2.4e-06,3,2/m,1.2e-06
mp-1019378,Al3GaN4,-56.83652597,0.018786626249999827,215,87.03083195784218,Al3Ga1N4,3.7523,,3.94370758687246,,,,,,,,,,,-56.83652597,-7.10456574625,-1.3337153446874996,True,0.0,3,-43m,0.0
mp-1020059,LiGe2N3,-76.27536675,0.0,36,136.9555729076063,Li2Ge4N6,2.758,,4.710212633799929,,0.22,,0.22,0.12,12.0,85.0,86.0,87.0,86.0,-76.27536675,-6.3562805625,-0.5093700038888885,True,0.0001126,3,mm2,5.63e-05
mp-1029845,Na3Mo2N5,-283.69038885,0.0,80,641.3065653612646,Na12Mo8N20,1.9299,,3.427027624924468,,,,,,,,,,,-283.69038885,-7.09225972125,-0.5386260647155183,True,2e-07,3,4,5e-08
mp-13643,Er2Ge2O7,-328.13601343,0.0,92,579.4944366171785,Er8Ge8O28,3.7278999999999995,,6.78313137919458,,,,,,,,,,,-328.13601343,-7.457636668863636,-3.075071181136363,True,0.000116,3,422,2.9e-05
mp-18246,K6MnTe4,-76.96053816,0.00272089272727305,186,893.2718140518683,K12Mn2Te8,1.4161,,2.974036382181248,,,,,,,,,,,-76.96053816,-3.49820628,-1.0700596714482762,True,9.998498,3,6mm,4.999249
mp-19414,K3CrO4,-87.02894947,0.013917362187501503,121,321.21608364846554,K6Cr2O8,1.3133000000000001,,2.4119890242878954,,0.34,,0.34,0.94,16.0,12.0,13.0,14.0,13.0,-87.02894947,-5.439309341875,-1.9356733005000004,True,2.0070662,3,-42m,1.0035331
mp-20797,Yb(NdS2)2,-81.12786514,0.2640601989285729,20,398.0817387608317,Yb2Nd4S8,2.0038,,4.92039336395692,,,,,,,,,,,-81.12786514,-5.794847509999999,-2.1363197717857143,True,0.0004726,3,222,0.0002363
mp-27809,Ba(GeP)2,-98.04206253,0.0,105,513.8373976798277,Ba4Ge8P8,0.5152000000000001,,4.453908962323305,,,,,,,,,,,-98.04206253,-4.9021031265,-0.5037768158333329,True,0.0009334,3,4mm,0.00023335
mp-557773,Sc2TeO6,-203.11704638,0.0,150,329.7622898137916,Sc6Te3O18,2.9113,,4.736072040981543,,,,,,,,,,,-203.11704638,-7.52285356962963,-2.9257418840740748,True,3.18e-05,3,32,1.06e-05
mp-567636,VFeSb,-22.31658581,0.0,216,48.50763179901521,V1Fe1Sb1,0.5303000000000004,,7.823725416180832,,0.33,,0.33,0.49,3.0,59.0,62.0,65.0,62.0,-22.31658581,-7.438861936666666,-0.2752233499999998,True,2.66e-05,3,-43m,2.66e-05
mp-569571,Nb3Sb2Te5,-116.46663519,0.0,217,488.29474878053225,Nb6Sb4Te10,1.0930000000000009,,7.891227269512668,,,,,,,,,,,-116.46663519,-5.8233317595,-0.6448895344999996,True,3.04e-05,3,-43m,1.52e-05
mp-625560,H7BrO3,-100.61753611,0.01590045287878361,9,224.58621052293708,H14Br2O6,4.148,,1.9956939075626858,,,,,,,,,,,-100.61753611,-4.573524368636364,-1.1521699847727276,True,9e-07,3,m,4.5e-07
mp-757174,LiMn2F6,-155.93643384,0.014848369999996613,150,318.5619076358306,Li3Mn6F18,0.3074,,3.60932876817188,,,,,,,,,,,-155.93643384,-5.775423475555556,-2.931664891577268,True,26.9999886,3,32,8.9999962
mp-779511,Ba2MgO3,-141.75949963,0.03042368208333368,15,441.99706917320003,Ba8Mg4O12,3.5116000000000005,,5.213934889802502,,,,,,,,,,,-141.75949963,-5.906645817916666,-2.8697950304166664,True,0.0086783,3,2/m,0.002169575
mp-7885,AlAgS2,-17.59896812,0.07042415125000012,156,74.87495279266112,Al1Ag1S2,1.7128000000000005,,4.4128726240685054,,0.34,,0.34,1.69,4.0,24.0,28.0,32.0,28.0,-17.59896812,-4.39974203,-0.9384841382291662,True,7e-07,3,3m,7e-07
mp-998615,CaTlF3,-50.53347003,0.011281006500000856,161,184.22198393895857,Ca2Tl2F6,4.6512,,5.434533928779572,,,,,,,,,,,-50.53347003,-5.053347003,-3.3100110171666666,True,0.0,3,3m,0.0
mp-19765,In2HgTe4,-20.44542335,0.0,82,261.562703675973,In2Hg1Te4,1.0160999999999998,,5.971593801823707,,0.25,,0.25,0.79,7.0,11.0,12.0,13.0,12.0,-20.44542335,-2.920774764285714,-0.5361674007142854,True,0.0006145,3,-4,0.0006145
mp-27791,SrBe3O4,-109.70959608,0.0,190,166.2881413611511,Sr2Be6O8,4.1268,,3.5680498490720094,,,,,,,,,,,-109.70959608,-6.856849755,-3.1129027464583334,True,0.0,3,-6m2,0.0
mp-28769,K(SnSe2)2,-54.67503047,0.0,8,488.5195193081353,K2Sn4Se8,1.182,,4.027000190157529,,,,,,,,,,,-54.67503047,-3.9053593192857146,-0.8731895239107145,True,0.0026488,3,m,0.0013244
mp-29966,NOF,-66.16807057,0.0,19,198.5691040047933,N4O4F4,0.014600000000000168,,1.639205503006357,,,,,,,,,,,-66.16807057,-5.514005880833333,-0.8316942483333337,True,0.0012842,3,222,0.00032105
mp-3519,ZrSO,-99.93747909,0.0,198,192.3477386901182,Zr4S4O4,2.4206000000000003,,4.809910036880305,,0.33,,0.33,0.0,12.0,50.0,50.0,50.0,50.0,-99.93747909,-8.3281232575,-2.8474194235416674,True,0.0,3,23,0.0
mp-625583,H7BrO3,-100.27120485,0.03164278287878375,1,232.99222553921615,H14Br2O6,3.7348999999999997,,1.9236922220298567,,,,,,,,,,,-100.27120485,-4.557782038636364,-1.1364276547727277,True,0.0007791,3,1,0.00038955
mp-626229,H4SO5,-214.15958361,0.029176148250000367,1,399.85393643838916,H16S4O20,5.2569,,1.9284864426806845,,,,,,,,,,,-214.15958361,-5.35398959025,-1.5030736830625002,True,0.0009913,3,1,0.000247825
mp-697136,Be(HO)2,-116.18194352,0.01038049150000031,19,150.3764768861552,Be4H8O8,5.7096,,1.9005043007703295,,,,,,,,,,,-116.18194352,-5.809097176,-1.9997397830000003,True,0.0003177,3,222,7.9425e-05
mp-763098,Li2MnF4,-38.02870341,0.09283224571428583,82,98.56012460681563,Li2Mn1F4,4.0072,,2.439817696187398,,,,,,,,,,,-38.02870341,-5.432671915714286,-2.9884180735139574,True,5.0002343,3,-4,5.0002343
mp-1212441,Hf3Ni3Sb4,-138.79264999,0.0,220,374.87409128143844,Hf6Ni6Sb8,0.7419999999999991,,10.618529784976129,,,,,,,,,,,-138.79264999,-6.9396324995,-0.6436343445000006,True,0.0001418,3,-43m,7.09e-05
mp-19752,FePO4,-255.692546,0.010440779444444104,181,593.6507742800746,Fe6P6O24,2.6178,,2.531149340659354,,,,,,,,,,,-255.692546,-7.102570722222222,-2.3240448927777777,True,0.0,3,622,0.0
mp-23910,CrHO2,-110.06084103,0.0,160,145.70978184705538,Cr4H4O8,3.0588000000000006,,3.874840379353752,,,,,,,,,,,-110.06084103,-6.878802564375,-1.9866286831250006,True,0.0,3,3m,0.0
mp-30539,Y2WO6,-306.39078104,0.0007405236111122093,19,487.0632069016795,Y8W4O24,3.7863999999999995,,6.2410179051662045,,,,,,,,,,,-306.39078104,-8.510855028888889,-3.2865400592592593,True,0.0002754,3,222,6.885e-05
mp-4309,BaGa4S7,-109.1515166,0.0,31,574.1367064635557,Ba2Ga8S14,2.5892999999999997,,3.7059612945071954,,,,,,,,,,,-109.1515166,-4.547979858333333,-1.2591878593229164,True,0.0038178,3,mm2,0.0019089
mp-626201,H5ClO6,-222.4933422,0.0032987279166851735,19,479.1369068837076,H20Cl4O24,5.7309,,1.8921145873664347,,,,,,,,,,,-222.4933422,-4.6352779625,-0.9371168862499998,True,0.0007165,3,222,0.000179125
mp-644097,BaAlH5,-99.60109597,0.0,33,331.56226740632513,Ba4Al4H20,2.7635000000000005,,3.392537615995728,,,,,,,,,,,-99.60109597,-3.5571819989285713,-0.4524424439285717,True,0.0014136,3,mm2,0.0003534
mp-677323,Li11TiSb5,-59.23411692,0.03841707519607773,8,348.78547398874383,Li11Ti1Sb5,0.10219999999999985,,3.4898386437970776,,,,,,,,,,,-59.23411692,-3.4843598188235294,-0.6267921864705879,True,0.0012978,3,m,0.0012978
mp-752580,RbNO2,-68.5963078,0.01165747026041597,152,221.55425238950636,Rb3N3O6,2.3747000000000003,,2.9561592500739833,,,,,,,,,,,-68.5963078,-5.7163589833333335,-1.2566212314583336,True,0.0003444,3,32,0.00011480000000000001
mp-754743,Na2FeO2,-100.01116384,0.06757501599999483,36,270.89642658379387,Na8Fe4O8,0.6484999999999999,,3.2812375490376766,,,,,,,,,,,-100.01116384,-5.000558192,-1.524361982620689,True,2e-07,3,mm2,5e-08
mp-755132,Zr3N2O3,-154.73086736,0.03159064437500092,8,237.06657563372065,Zr6N4O6,2.6982000000000004,,4.898735953789459,,,,,,,,,,,-154.73086736,-9.67067921,-2.8735573656250004,True,0.0004737,3,m,0.00023685
mp-1019380,Al3BN4,-60.23249385,0.2518434000000003,215,75.09189463984231,Al3B1N4,3.6069000000000004,,3.2679755380978412,,0.22,,0.22,0.58,8.0,142.0,150.0,158.0,150.0,-60.23249385,-7.52906173125,-1.3017993611458332,True,0.0004681,3,-43m,0.0004681
mp-14795,K6CoSe4,-75.94523783,0.020273857020202346,186,724.6774305227444,K12Co2Se8,0.4344000000000001,,2.7926109364492544,,,,,,,,,,,-75.94523783,-3.452056265,-1.1005692297613634,True,5.9993929,3,6mm,2.99969645
mp-15074,Sr(PIr)2,-104.17519974,0.0,154,284.92601062761764,Sr3P6Ir6,0.3761000000000001,,9.336427975873827,,,,,,,,,,,-104.17519974,-6.945013316,-0.9064214546666667,True,3.7e-06,3,32,1.2333333333333333e-06
mp-19219,Li3VO4,-100.35296132,0.0,31,177.7810505734812,Li6V2O8,4.055400000000001,,2.5361338577586676,,0.28,,0.28,0.03,16.0,33.0,33.0,33.0,33.0,-100.35296132,-6.2720600825,-2.502745246250001,True,0.0,3,mm2,0.0
mp-27322,Nb2Te3O11,-222.52676484,0.0,18,517.9291032839534,Nb4Te6O22,2.673,,4.774582505872935,,,,,,,,,,,-222.52676484,-6.95396140125,-2.1725186559375,True,5.99e-05,3,222,2.995e-05
mp-546285,NbI3O,-49.64822355,0.0,5,350.8401886374551,Nb2I6O2,0.8325,,4.634770012578029,,,,,,,,,,,-49.64822355,-4.964822355,-1.405361577,True,0.0008803,3,2,0.00044015
mp-567394,Ga(MoSe2)4,-81.9794628,0.055303425109890725,160,273.27701099753864,Ga1Mo4Se8,0.20660000000000078,,6.593879040725769,,,,,,,,,,,-81.9794628,-6.306112523076923,-0.8751925258653837,True,1.0003663,3,3m,1.0003663
mp-752461,Mn6O5F7,-120.02742389,0.06105325895833236,1,215.90207511197127,Mn6O5F7,0.1452,,4.173335981373076,,,,,,,,,,,-120.02742389,-6.66819021611111,-2.422898574449233,True,25.0037924,3,1,25.0037924
mp-1219553,RbBH4,-23.56051279,0.0,216,88.265861326438,Rb1B1H4,6.212400000000001,,1.8871350844976256,,,,,,,,,,,-23.56051279,-3.926752131666667,-0.5076137944444449,True,0.0,3,-43m,0.0
mp-13949,Cd(GaTe2)2,-22.21449512,0.0,82,236.35982304214386,Cd1Ga2Te4,1.4600000000000004,,5.355214397260852,,0.26,,0.26,1.48,7.0,15.0,17.0,19.0,17.0,-22.21449512,-3.1734993028571425,-0.6214585135714279,True,0.0008277,3,-4,0.0008277
mp-16839,Na3WN3,-180.56364675,0.0,9,441.3065176535614,Na12W4N12,1.7693999999999999,,4.437512070331085,,,,,,,,,,,-180.56364675,-6.448701669642857,-0.6126749374507392,True,0.0008472,3,m,0.0002118
mp-17885,Ba2Ge2Te5,-145.89358223,0.0,33,1288.2394808869758,Ba8Ge8Te20,0.7732999999999994,,5.454702368459805,,,,,,,,,,,-145.89358223,-4.052599506388889,-1.0869881708333327,True,0.0040846,3,mm2,0.00102115
mp-20025,Mn(GaS2)2,-36.41038374,0.0,82,154.85919029959763,Mn1Ga2S4,1.1954000000000002,,3.4596786945084554,,0.21,,0.21,1.19,7.0,20.0,23.0,25.0,23.0,-36.41038374,-5.201483391428572,-0.9511967050615766,True,5.0000374,3,-4,5.0000374
mp-20782,LiInTe2,-26.91818123,0.0,122,272.9414416020526,Li2In2Te4,1.7491999999999996,,4.586735838518133,,,,,,,,,,,-26.91818123,-3.36477265375,-0.8389705395833329,True,3.22e-05,3,-42m,1.61e-05
mp-20790,InPS4,-26.871858,0.0,82,154.3968558766309,In1P1S4,2.4231000000000003,,2.9474282652179578,,0.24,,0.24,1.01,6.0,10.0,11.0,12.0,11.0,-26.871858,-4.478643,-0.6955120493055554,True,1.5e-06,3,-4,1.5e-06
mp-29760,Ca10P6O25,-295.14477545,0.006978725203245162,174,550.1865559258899,Ca10P6O25,3.1486,,2.9777180104888843,,,,,,,,,,,-295.14477545,-7.198653059756097,-3.3191447923170734,True,3e-06,3,-6,3e-06
